ID,score,area,gender,age,using_time,balance,usage,card,Active,salary,Purchase
8640,,,Male,,6,,,,1,180591.32,0
8641,730,,Female,32,9,127661.69,,0,0,,0
8642,604,,,47,4,118907.6,,,,,1
8643,499,Taichung,Female,44,6,77627.33,2,,0,108222.68,0
8644,754,,,40,2,160625.17,1,,,3554.63,0
8645,716,,,29,,0,2,0,0,78616.92,0
8646,,Taipei,,,10,124266.86,,,0,100566.81,0
8648,,Taipei,Male,43,,0,,1,1,159131.21,0
8649,809,,Female,48,2,0,1,1,0,,1
8650,850,Taichung,Female,30,3,104911.35,2,,,42933.26,0
8653,774,Tainan,,,1,110646.54,,0,0,108804.28,0
8654,,Taipei,Male,,,0,,,,122449.18,0
8655,586,Taichung,Male,42,6,,2,1,0,41682.3,0
8657,660,,Male,31,,84560.04,1,1,1,137784.25,0
8658,532,Taipei,Male,,9,0,2,0,0,,1
8659,557,Taichung,,38,2,,1,,0,102076.03,0
8662,,Taichung,Female,36,,105858.71,1,,1,4395.45,0
8663,510,Taichung,Female,44,4,123070.89,1,1,0,28461.29,1
8664,,Taipei,Male,,1,0,1,1,1,28184.7,0
8665,690,Tainan,,,,0,,1,1,3149.1,0
8666,821,Taipei,,40,1,,2,1,,194273.12,0
8667,687,,Male,,,125141.24,2,,,148537.07,0
8669,532,Tainan,Female,37,,,,0,1,6761.84,0
8670,540,Tainan,Male,39,2,0,2,1,,,0
8671,705,Taipei,Female,55,,0,2,1,1,14392.68,0
8672,,Taichung,Female,,9,,2,1,,468.94,1
8673,706,Taipei,Male,38,1,0,2,1,0,122379.54,0
8678,609,Taichung,,,,137389.77,2,,0,170122.22,0
8679,518,,Female,28,9,,1,0,0,2803.89,0
8680,,,Male,35,5,,,1,,,1
8681,747,,Male,42,4,80214.36,1,1,,115241.96,1
8682,565,Taipei,Female,40,,0,2,1,1,129956.13,0
8683,,Taipei,Male,34,1,,1,,0,45858.49,0
8684,697,,Female,49,7,,4,0,1,131083.56,1
8685,813,Taichung,Male,27,6,111348.15,1,1,,,0
8686,,Taipei,Male,,6,0,2,1,1,57675.88,0
8687,606,Taipei,Female,71,8,0,2,1,1,,0
8688,667,Taichung,Female,42,,64404.26,2,0,,26022.37,0
8689,637,,,40,9,,1,1,1,,1
8690,542,Taipei,Male,67,10,129431.36,1,0,,,0
8691,,Tainan,Female,43,5,,1,1,1,139971.01,0
8692,,Taipei,Female,39,4,,2,,1,47455.82,0
8693,,Taipei,Female,32,8,0,2,1,1,55593.8,0
8695,671,,,48,9,116711.06,2,,0,76373.38,0
8696,,,,31,9,0,,1,0,169278.51,0
8697,504,,,34,0,54980.81,,1,,,0
8698,,Tainan,Female,,3,99773.85,,,,,0
8699,691,Taichung,Male,30,7,101231.77,,0,0,156529.44,0
8700,841,Taichung,Male,,2,117070.21,1,1,0,113482.2,0
8701,,Taichung,Male,23,8,73314.04,,,0,63446.47,0
8702,673,Taipei,Male,,2,,1,1,1,,0
8703,,Taipei,,,9,212314.03,,0,1,148814.54,0
8704,661,Taipei,Female,31,,136067.82,2,1,0,65567.91,0
8706,742,Taipei,Female,35,,79126.17,,1,,,0
8707,850,Tainan,Female,55,7,0,1,0,0,171762.87,1
8708,443,,Female,35,,108308,1,1,0,129031.19,1
8709,778,Taichung,Female,48,3,,2,,0,182691.31,0
8710,529,Taipei,Male,39,6,102025.08,2,1,0,12351.01,0
8711,678,Taichung,Female,,2,113383.07,1,,1,135123.96,0
8712,516,Tainan,Female,,9,102541.1,,1,,181490.42,0
8713,469,Tainan,Male,35,5,0,,1,0,186490.37,0
8714,786,,,,,0,2,,,41248.8,0
8716,,Taichung,,,0,141749.68,1,0,1,9201.53,0
8717,,,Male,38,5,,2,0,,80630.32,0
8718,,Taipei,Male,44,2,,,,,,0
8719,589,,Male,37,,,2,,0,86490.09,1
8720,691,Taipei,Female,,6,134066.1,2,,,,0
8721,711,,Female,28,8,,,0,0,,0
8722,775,,Male,27,,,,1,1,40807.26,0
8723,,,Male,35,7,,1,1,,143.34,0
8724,350,Taipei,,51,,,1,,1,,1
8725,,Tainan,Female,,8,0,2,1,0,138465.7,0
8726,,Tainan,Male,,3,,2,1,,44008.91,0
8727,,Taichung,Male,43,,103409.16,1,,,66893.28,1
8728,734,Taichung,Female,30,,123040.38,1,1,1,76503.06,0
8729,434,Taipei,Male,,4,108128.52,,,1,56784.11,0
8730,,Taichung,Male,48,8,,,1,,,0
8731,,Taipei,Male,30,5,,2,,1,105155.66,0
8732,,Tainan,Female,41,10,0,2,0,1,47468.56,0
8734,749,Tainan,Male,42,9,222267.63,1,0,,101108.85,1
8735,,Taichung,Female,,,,1,1,0,140938.95,1
8736,,Taipei,,30,10,114835.43,1,0,1,37662.49,0
8738,634,Taipei,Male,34,,,1,,1,41820.65,0
8739,,Taipei,Male,,8,71240.3,,,,127734.16,0
8740,518,Taipei,Male,,,138772.15,,0,1,,0
8742,622,Tainan,Female,23,8,0,2,,1,,0
8743,693,,Female,,,,,1,,26589.56,0
8744,450,,,,9,74237.2,2,0,1,195463.35,0
8745,664,,Female,49,5,,,1,,108876.75,1
8747,660,Taipei,Male,,8,106486.66,2,0,1,182262.66,0
8749,655,,,,,146498.76,,1,0,64853.51,1
8750,683,,Male,47,1,0,,1,,148989.15,0
8751,655,Taipei,,32,,,1,1,1,,0
8752,,,Female,30,8,0,2,,0,185341.63,0
8753,,Tainan,,30,5,,1,1,0,137793.35,0
8754,795,,Male,,,,1,1,1,,0
8755,776,,,,4,0,,0,,162137.5,0
8756,707,Tainan,Female,,,0,1,1,0,109688.82,1
8759,663,,Male,34,,0,,1,1,114083.73,0
8760,,Taipei,Male,66,,0,1,,,163331.65,0
8762,,Tainan,Male,,,0,2,1,0,,1
8763,,Taipei,Female,,3,0,1,,0,,1
8765,773,Taichung,Male,,,,2,1,1,86701.4,0
8766,,Taipei,Male,,1,0,2,1,0,,0
8769,,Taichung,,62,5,98854.34,1,0,0,86920.97,1
8770,622,,Male,31,,0,1,1,0,35408.77,0
8772,681,Taichung,Male,,4,97338.19,,0,,48226.76,0
8773,768,Taipei,Male,30,6,0,2,,,199454.37,0
8774,617,Tainan,Male,34,9,0,2,1,,118749.58,0
8775,452,Taipei,Female,33,6,131698.57,2,,,,0
8776,807,,,37,10,,,,1,172097.95,0
8777,567,Tainan,,44,9,,2,1,0,87677.15,0
8779,617,Tainan,,37,9,101707.8,1,,,,0
8780,701,Taipei,,34,3,105588.66,1,0,,,0
8781,,Taichung,Male,39,9,111336.89,1,1,0,16770.31,1
8782,438,Taipei,,,7,78391.17,,,,49424.6,0
8784,782,Taipei,Male,34,,0,1,1,0,183021.06,1
8785,638,,Female,41,9,144326.09,1,1,0,,1
8786,,Taichung,Male,27,,101278.25,2,1,1,26265.18,0
8788,689,Tainan,Male,73,1,108555.07,1,0,,,0
8789,743,Taichung,,35,1,146781.24,1,1,0,,0
8790,493,Taipei,Female,36,2,0,2,0,,99770.3,0
8791,416,Tainan,,35,8,,1,,,,0
8793,497,,Male,,2,0,,1,1,83087.13,0
8795,,Tainan,Female,29,1,209490.21,1,1,1,133267.69,1
8796,651,,,38,,0,3,,0,,1
8797,720,Taipei,,33,2,0,,0,1,,0
8798,,Taipei,Male,,8,0,1,0,0,125110.02,0
8800,,,Male,,,0,2,,0,198817.72,0
8801,,Taipei,,37,9,,,1,1,146411.6,0
8802,510,Taipei,Female,52,,191665.21,,1,,,1
8803,,Tainan,Female,40,7,0,,1,0,141652.2,0
8804,721,Taipei,Male,41,6,135071.12,1,1,1,64477.25,0
8805,765,Taipei,Male,,2,0,2,0,1,,0
8806,850,Tainan,Male,,8,0,2,1,1,,0
8807,681,Taichung,Male,,6,181804.34,,1,,57517.71,0
8808,586,,Female,60,,47020.65,2,0,1,63241.21,1
8809,753,Taipei,Female,,7,128518.98,1,,1,44567.83,1
8810,593,Taichung,,38,,142658.04,2,,1,135337.11,0
8811,674,Taipei,Female,21,9,,2,1,,33964.03,0
8812,610,,Female,,7,81905.95,,,1,61623.19,0
8813,652,Taipei,Male,26,3,137998.2,,,1,168989.77,0
8814,850,,Female,,8,,1,1,0,74425.41,0
8816,,Taichung,Male,43,,135645.29,2,,1,101382.86,1
8817,685,Tainan,Male,,,122449.31,2,1,1,180769.55,0
8819,,,Female,37,3,,2,1,1,38252.25,0
8820,592,Taichung,Male,,10,123187.51,1,0,1,,0
8821,,Taichung,Male,,9,150956.71,,0,0,72350.17,0
8825,643,Tainan,Female,,6,,2,1,1,41549.64,0
8827,412,Taipei,,29,5,0,2,0,,,0
8828,,,Male,41,7,0,2,1,0,,0
8829,,,,,3,0,2,1,0,192800.25,0
8831,562,,Female,,6,130565.02,1,1,0,9854.72,1
8832,599,Taipei,Female,,2,,1,1,0,115724.78,0
8833,753,Taipei,,,4,0,,,1,,0
8834,594,,Male,50,,81310.34,1,,,,0
8836,,Tainan,,34,,,,1,1,66695.71,0
8837,,Taipei,,,7,,2,,1,173851.11,0
8838,664,Taipei,Male,,2,0,1,1,1,,1
8839,558,Taipei,Male,33,0,108477.49,1,1,,109096.71,1
8841,,Tainan,,33,2,,2,1,,176921,0
8842,557,Tainan,Male,36,1,,,1,,,0
8843,614,Taipei,Female,,9,,,0,0,77500.81,0
8844,620,,Male,42,4,106920.91,1,0,,119747.08,0
8845,,,Male,35,7,0,2,1,0,,0
8846,,Taichung,Female,39,1,131513.26,1,1,1,193715,0
8847,571,Taipei,Female,53,2,,2,,0,28045.77,0
8849,559,Taipei,,29,3,79715.36,1,1,0,,0
8850,664,Taipei,,38,4,74306.19,,1,,154395.56,0
8851,500,,Female,,5,,4,1,,,1
8852,782,Taichung,,42,,,1,1,0,39830.1,0
8853,708,,,,8,99640.89,1,1,0,12429.22,0
8854,,,Male,,3,66338.68,1,1,1,18772.5,1
8856,697,Tainan,Male,43,10,,1,0,,188486.94,0
8857,774,,Female,26,,0,2,1,1,64716.08,0
8858,624,Taipei,,36,,0,2,,,84749.96,0
8860,,Taipei,Female,32,,0,2,1,,60907.49,0
8861,808,Taipei,,,4,122168.65,1,1,,174107.04,0
8863,813,Taichung,Male,59,2,135078.41,1,,,187636.06,1
8865,832,,Female,29,,,,,0,178779.52,0
8866,,,Male,72,,,,1,,70783.61,0
8867,526,,Male,34,3,,1,,1,,0
8868,457,Taipei,,38,7,164496.99,,,1,163327.27,0
8869,649,,Female,,8,0,1,1,0,103760.53,0
8870,669,Taipei,Female,41,0,,2,,0,,0
8872,,Taipei,,30,,,,,0,193984.6,0
8873,685,,Male,30,,0,,1,1,140889.32,0
8874,610,Taipei,Male,,,103108.17,,0,0,125646.82,0
8875,582,Taichung,Female,,6,96486.57,2,1,1,,0
8876,702,Taichung,Male,,,90560.48,2,1,0,174268.87,0
8878,812,Tainan,Female,24,1,92476.88,1,0,0,83247.14,0
8879,645,Taichung,,47,9,152076.93,1,1,0,121840.2,1
8880,,Taipei,Male,43,2,0,2,1,1,132908.07,0
8881,560,,Male,49,4,0,1,1,1,,1
8882,744,Taipei,,,,43504.42,,,1,,0
8884,471,,Female,,5,0,,1,1,,0
8885,686,Taichung,Female,38,,93569.86,3,0,,10137.34,1
8887,575,,,36,1,0,1,,,94570.56,0
8888,435,,Male,,,,,,1,980.93,1
8889,,,Male,23,3,,,1,0,95583.45,0
8890,580,,,39,9,128362.59,1,1,0,,0
8891,599,,,49,10,143888.22,2,1,1,,1
8893,680,Taipei,,32,5,0,1,1,,150684.23,0
8895,,,Female,39,2,,1,1,1,70665.16,0
8896,,,,40,8,122038.34,1,,0,102085.35,0
8897,712,Taipei,Male,34,,0,2,1,1,,0
8898,603,Taipei,Male,51,,186825.57,,1,0,93739.71,1
8899,850,Taipei,Male,40,6,124788.18,1,1,,65612.12,0
8900,584,Taipei,Female,41,,0,2,,1,,0
8901,,Taipei,Female,71,,0,,1,,,0
8902,,,,51,2,,1,,1,92406.22,0
8903,467,Tainan,Male,39,5,,2,1,,,0
8904,,Taipei,Male,,9,,1,1,1,,0
8906,557,,Male,36,,0,1,,,144078.02,0
8908,,Taipei,Male,34,3,,1,,0,,0
8909,593,,Male,,10,,1,1,,,0
8910,670,,Female,,9,,2,1,,27359.19,0
8911,657,Taichung,Female,48,,143595.87,1,0,0,,1
8912,718,Taichung,Male,32,9,169947.41,2,,1,27979.16,0
8913,,,,,,148167.83,2,1,1,109470.34,0
8915,429,Taipei,Female,,6,48023.83,1,1,0,74870.99,0
8916,606,Taipei,Male,36,1,155655.46,1,1,1,192387.51,1
8917,,Taipei,Female,,6,0,2,1,0,73457.55,0
8918,642,,,,7,,2,,1,,0
8919,641,Taipei,,52,4,0,1,,0,,1
8920,673,Taipei,,32,8,121240.76,1,1,,116969.73,0
8922,472,Taipei,Female,37,1,0,2,,1,,0
8923,,Taichung,Male,35,9,,2,1,0,197325.4,0
8924,625,,Female,55,,118772.71,4,,,,1
8925,516,,Male,46,2,0,2,1,1,169122.54,0
8927,,,,28,8,0,,1,1,,0
8928,626,Taipei,,39,0,0,,1,1,,0
8930,569,,,35,4,93934.63,1,,,184748.23,0
8931,,Taipei,Female,69,5,,1,,1,62280.91,0
8932,,Taipei,Female,,5,,1,0,,,1
8933,713,,Female,26,4,,2,,,144682.17,1
8935,846,Taipei,Female,,6,,1,,1,41516.44,0
8937,,Taipei,Male,54,9,96402.96,1,0,0,,1
8938,731,Taipei,Male,31,1,132512.26,,1,,,0
8939,,,Male,47,,107604.66,,1,1,80149.27,0
8941,,,,38,7,,,1,0,185827.74,0
8942,,Taichung,Male,34,,,2,0,,,0
8943,667,Taipei,Female,37,,71786.9,2,1,1,67734.79,0
8944,516,,,37,,,1,,,3363.36,0
8945,551,Tainan,Male,,,,,,1,135757.27,0
8946,542,,,35,,174894.53,1,,,,0
8947,623,,Male,28,7,,,0,0,129526.57,0
8948,701,,,43,,160416.56,1,0,1,37266.43,0
8949,583,,Male,48,,,,1,0,60017.46,1
8951,461,Taipei,Female,35,5,,1,,1,54209.02,0
8952,702,Taichung,Female,23,7,98775.23,1,1,,114603.96,0
8953,565,Taichung,Female,47,,,,,0,165849.49,1
8954,,,Male,42,3,177626.77,3,0,1,16392.72,1
8955,664,Taipei,Male,54,8,0,1,1,1,162719.69,1
8956,518,Tainan,,50,4,,,0,0,107112.25,1
8957,728,Tainan,Male,,,,2,0,1,,0
8958,585,,Male,37,,,,1,1,99907.29,0
8959,,,,52,8,,,0,1,,0
8960,568,Taichung,Male,26,1,,2,1,,22095.73,0
8961,602,,Female,26,8,,,1,,197861.16,1
8962,603,Taipei,Male,44,,0,,1,,138328.24,0
8963,687,Taipei,,38,0,144450.58,1,0,1,137276.83,0
8964,741,,Male,52,1,171236.3,2,0,0,,1
8965,469,Tainan,Male,37,,96776.49,1,,1,119890.86,0
8966,477,Taichung,Female,58,,145984.92,,1,,,0
8968,,Taipei,,25,,,,,,,0
8969,,Taichung,Female,,0,115777.23,,,1,,0
8970,562,Taipei,Female,51,7,,2,,0,32626.21,0
8971,758,Tainan,,61,,0,2,1,,43982.41,0
8972,,Taipei,Male,40,3,,,0,,124874.23,0
8973,650,Tainan,Female,,4,79450.09,1,1,,,0
8974,582,Taichung,,33,,,,1,1,,0
8975,706,Tainan,Female,43,1,,,,,31962.77,0
8976,,Taichung,,41,0,134378.89,,,1,105746.94,0
8977,720,Taipei,Male,29,2,0,2,1,0,39925.52,0
8978,631,Tainan,,31,2,88161.85,2,1,0,127630.88,0
8979,623,Tainan,Male,,,142412.13,1,1,0,28778.98,0
8980,,Taipei,,35,,121030.9,,,0,10008.68,0
8981,650,,,35,,165982.43,2,,1,,0
8982,673,,,35,6,,,1,,98618.79,0
8984,723,,Male,37,3,94661.53,,1,0,121239.65,0
8985,645,Taipei,Male,25,0,,1,1,0,,0
8986,664,Tainan,Male,41,7,,,1,1,,0
8988,766,Tainan,Male,36,5,78381.13,1,0,1,,0
8990,,Taichung,Female,31,,,,,0,,0
8991,784,,,28,2,109960.06,2,,,170829.87,0
8992,,,Female,42,1,142703.4,1,1,0,86207.49,1
8993,608,Taichung,Female,,8,121729.42,1,0,0,61164.45,0
8995,,Taipei,Female,,4,,2,1,,77128.23,0
8996,573,Tainan,Male,,8,0,2,0,,77660.03,0
8997,,Tainan,Male,32,5,138521.83,1,1,,56897.1,0
9000,702,Tainan,,38,9,0,2,1,1,158527.45,0
9001,616,,Male,37,,0,,1,0,111312.96,0
9003,,Taipei,Male,,7,128829.25,,1,0,,0
9004,676,Taipei,Male,,6,171490.78,1,,0,,0
9005,708,Tainan,Male,,3,0,,1,0,,0
9007,661,Tainan,Male,,8,0,,1,0,110252.53,0
9008,726,Taipei,Male,31,9,0,2,1,1,106117.3,0
9009,475,Taipei,Male,40,7,160818.08,1,0,1,169642.13,1
9010,751,Taichung,Male,,9,156367.6,2,,1,116179.92,0
9011,645,Taichung,Female,59,8,121669.93,2,,0,,1
9012,775,Taipei,Male,42,6,133970.22,2,0,1,,0
9013,540,Taipei,Male,41,,,2,1,0,,0
9014,591,,Female,,3,,1,0,,30972.06,0
9015,596,,Male,60,7,121907.97,,0,,,0
9016,573,Tainan,,,,,2,0,,14479.29,0
9017,577,Tainan,Male,31,6,0,1,,,196395.25,0
9018,830,Taichung,Female,,,77701.64,1,0,,19512.38,0
9019,,Taipei,Male,67,9,0,,,1,72318.77,0
9020,421,,Male,34,,0,,1,1,96615.23,0
9021,718,Tainan,Male,34,5,113922.44,,1,0,30772.22,0
9022,655,,,61,,,2,1,1,,0
9023,712,Taipei,Male,23,2,0,2,0,1,66795.78,0
9024,,Taipei,Male,28,4,0,2,,,123969.64,0
9025,640,Taipei,Female,47,6,,2,0,1,13783.77,1
9026,577,,,29,2,0,,,1,,0
9027,546,Tainan,Female,36,7,85660.96,1,0,,134778.01,0
9028,,Taichung,,37,9,,,0,1,,0
9029,590,Taipei,Female,45,2,81828.22,,1,0,,0
9030,594,Taichung,,18,1,,1,1,,167689.56,0
9031,577,Tainan,Male,51,2,108867,1,0,,,1
9032,,,,39,7,0,2,,0,,0
9034,,,Male,34,2,96152.68,,,,,0
9035,723,Taichung,Female,49,0,153855.52,,,1,,1
9036,535,Taipei,Male,,2,0,,1,,125658.28,0
9037,768,Taipei,,36,3,,1,0,1,125870.5,0
9039,,,Female,50,8,,1,0,,22457.25,1
9041,581,,Female,38,,135157.05,,1,,32919.42,0
9042,513,,Female,49,,,1,1,,126223.84,0
9044,727,Taichung,Male,,5,80615.46,,0,0,180962.32,0
9045,560,,Male,47,1,0,,,0,128882.66,1
9046,,Taichung,Male,,,126285.73,1,1,0,177614.17,1
9048,,Taichung,,,9,,1,1,0,178373.93,0
9049,,Taichung,Male,40,5,113574.61,2,1,0,103396.08,0
9050,629,,Female,33,,0,,,1,59129.72,0
9051,667,Taichung,,,9,124573.33,2,,,683.37,0
9052,671,,Female,31,6,105864.6,2,1,0,,0
9053,768,Taichung,Female,,5,104552.61,1,,0,48137.08,1
9054,732,Taipei,Female,,3,0,2,1,0,90876.95,0
9055,,Taipei,,30,,0,,0,1,,0
9056,,,Male,55,,,1,,1,,1
9057,765,Taichung,Female,,,119492.88,2,0,1,,1
9058,704,Taipei,Female,33,0,130499.09,,1,1,74804.36,0
9059,,Tainan,,48,6,140576.11,1,1,1,116971.05,0
9060,688,,Female,,9,91025.58,2,0,1,163783,0
9061,685,Taipei,Female,33,1,0,,0,1,,1
9062,,,Female,,1,125877.65,2,1,1,107841.77,0
9063,,Tainan,Male,64,3,45752.78,,,,79623.28,1
9064,609,Taipei,Male,,3,121778.71,1,,1,138399.67,0
9065,,,Female,,2,127948.57,,1,1,,0
9066,,,,,,0,2,1,,186648.19,0
9067,662,Taichung,Male,30,,115286.68,,,1,149587.92,0
9068,,Taichung,,41,,62078.21,2,,,129050.67,0
9070,619,,,32,4,175406.13,2,,,172792.43,1
9071,468,,,26,1,131643.25,1,1,0,64436.16,0
9072,,Taichung,Male,44,3,,1,1,0,,0
9073,529,,Male,,6,,2,,0,98348.66,0
9074,,,Female,,5,138597.54,2,,1,,1
9075,608,Taipei,Female,41,,0,,1,1,72462.25,0
9076,576,Taipei,Male,40,9,0,2,1,0,112465.19,1
9077,666,Taipei,Female,27,1,85225.21,,,1,64511.44,0
9078,730,,Female,36,8,148749.29,2,,0,,0
9079,647,Taichung,Male,52,7,,1,1,1,190806.36,1
9081,711,Taipei,Female,81,6,0,2,1,1,72276.24,0
9082,736,Taipei,,54,,111729.47,2,0,1,84920.49,0
9083,,,,36,,,,1,0,,0
9084,427,,Male,40,8,0,2,1,1,82870.75,0
9085,686,Tainan,Female,47,6,0,,,0,32080.69,1
9087,647,,Female,29,2,,2,1,0,179032.68,0
9088,,Taipei,Male,35,3,0,2,,1,95623.28,0
9089,736,Taichung,,,8,103914.17,,,,,1
9090,608,Taipei,,,4,88772.87,,1,1,168822.01,0
9091,809,Taipei,Female,39,5,0,1,,,77705.75,0
9092,745,Taipei,Female,40,6,131184.67,1,1,,49815.62,0
9093,781,Taipei,,38,2,117810.79,1,0,,65632.33,1
9094,527,Taipei,Male,31,4,0,1,,0,169361.89,0
9096,850,,,38,2,,2,0,1,23974.85,0
9097,569,Taipei,Male,,9,178755.84,1,1,0,199929.17,0
9098,,,,43,7,0,2,1,0,40023.7,0
9099,,Taichung,,32,5,,2,1,1,72946.95,0
9100,,,,,,0,2,1,1,170421.13,0
9102,597,Tainan,Male,38,6,115702.67,,1,1,,0
9103,,Taichung,,61,2,,1,,1,,0
9104,,Taipei,Female,29,3,,,,0,158043.11,0
9105,656,,Female,,6,59877.33,1,1,0,14032.62,1
9106,,,,31,,100082.14,1,0,1,49809.88,0
9107,698,,Male,52,,107304.39,3,,0,,1
9109,772,,,,10,96032.22,1,,,75825.57,0
9110,,,Male,33,10,0,,,,158336.36,0
9111,,Taichung,Male,29,9,144553.5,,1,0,,0
9112,633,Taichung,,,5,86172.81,2,1,,117279.49,0
9113,,Taipei,,,9,0,1,1,1,,0
9114,521,Taichung,Female,29,,87212.8,1,1,,,0
9115,,Taipei,Male,36,5,,,1,0,124795.84,0
9116,612,Taichung,Female,36,2,130700.92,,0,0,,0
9117,,Taipei,Male,,3,0,2,1,0,,0
9118,703,,Female,32,,0,2,0,0,33606.52,0
9120,,,Female,,5,171325.98,1,1,1,159718.27,1
9121,703,Tainan,Male,58,,,,0,1,85148.78,0
9123,,Taipei,,29,1,77556.79,2,1,1,122998.26,0
9124,,Taipei,Male,33,7,,,,0,,0
9125,608,Taipei,Male,,,146093.39,2,0,0,160593.41,0
9126,749,,Male,34,,0,1,0,,174189.04,1
9129,693,Taichung,Female,43,1,121927.92,1,1,0,87994.95,1
9130,838,,Female,40,,61671.19,1,,1,,1
9132,775,Taipei,Female,27,,152309.37,1,1,0,104112,0
9133,635,Taipei,,33,5,0,2,1,0,122949.71,0
9136,727,Tainan,,,7,96296.78,1,1,0,,1
9138,535,,Female,,0,135919.33,,,,80425.65,0
9140,,Taipei,Female,29,5,0,,1,1,174825.57,0
9141,449,,Female,,7,0,2,,0,175743.92,0
9142,850,Taichung,Female,43,8,92244.83,2,1,0,54949.73,0
9143,,Taipei,Female,35,9,112727.06,,1,0,,0
9144,676,,Female,34,,100359.54,1,0,0,46038.28,0
9145,818,Taichung,Male,43,,105301.5,1,1,1,78941.59,0
9146,712,Tainan,Male,45,6,112994.65,1,0,0,198398.68,0
9148,636,,Male,35,9,95478.17,1,0,,,0
9149,,Taipei,,37,8,0,,0,,145004.39,0
9150,597,Taichung,Female,43,7,119127.46,2,1,0,55809.92,0
9151,717,,,,,128206.79,,1,,54272.12,0
9152,614,,Male,,1,0,2,1,,,0
9153,,Taichung,Female,23,,71433.08,1,1,,103697.57,0
9154,,Taichung,Male,36,9,118214.32,,,0,119110.03,1
9155,581,Taipei,Female,27,,102258.11,,1,,,0
9156,579,,Female,,2,151963.26,2,1,0,158948.63,0
9158,,,Female,32,7,,2,,1,189402.71,0
9159,,Tainan,,31,10,118158.74,1,1,1,158027.57,0
9160,609,Taipei,Male,32,7,118520.41,1,0,0,3815.48,0
9161,778,Taipei,Male,24,4,0,2,1,1,162809.2,0
9164,,Taipei,,47,,,1,1,1,126012.57,0
9165,680,Tainan,Male,36,,0,2,,0,20109.21,0
9166,,Taichung,Female,46,2,141726.88,1,1,,58257.23,0
9168,607,,Male,26,,0,1,1,0,29818.2,0
9169,,Taipei,Female,43,8,154100.3,1,0,0,114659.81,0
9170,766,Taipei,Female,45,6,0,2,0,0,147184.74,0
9171,694,Taipei,,,,,3,0,,,0
9172,411,,Female,54,9,,,0,1,76621.49,0
9174,673,,,43,8,,1,0,1,,1
9176,,,Female,38,7,125328.56,,1,0,188225.67,0
9177,,,,35,9,,2,1,,11743.89,0
9178,,,Female,28,3,139986.65,1,,0,136846.75,0
9180,,Tainan,,34,10,,2,,0,154631.35,0
9182,,Taipei,Male,47,,0,1,,,,0
9185,,,Female,56,4,0,,1,0,84644.76,0
9186,584,Taipei,Male,35,6,161613.94,2,,,148238.16,0
9188,601,Taipei,Male,38,4,60013.81,1,,1,38020.05,0
9189,628,Tainan,,28,4,,2,,1,176750.81,0
9190,,Taichung,,32,9,144272.07,2,1,0,176580.63,0
9191,,,Female,46,8,0,2,,,133059.15,0
9193,801,Tainan,Male,58,1,79954.61,2,1,1,30484.19,0
9194,597,,Female,26,8,,,1,0,42330.58,0
9195,,,Male,40,,124339.9,1,,0,193309.58,0
9197,794,Tainan,Female,37,9,0,,1,0,68008.85,0
9198,,Taipei,Male,,3,83074,1,1,0,132673.22,0
9199,499,,Female,28,4,141792.61,,1,1,22001.91,0
9200,544,Taipei,Female,,6,0,1,1,,100200.4,1
9202,458,Taichung,Female,43,,106870.12,2,1,0,,0
9203,528,Taipei,Male,,9,120962.59,1,,0,5419.31,0
9204,,Tainan,Male,51,4,,2,0,,123587.83,1
9205,646,Taipei,Female,,,0,,1,0,13935.32,0
9208,682,Taipei,Female,,,112670.48,1,,0,21085.17,1
9209,726,Taipei,Female,44,2,0,2,1,1,26733.86,0
9210,560,,Male,,1,116084.32,1,1,0,89734.7,0
9211,382,Tainan,,,0,0,1,1,1,,1
9212,457,Tainan,,38,,0,,1,0,173219.09,0
9213,673,,Female,,10,0,2,1,1,37411.35,0
9214,584,Taipei,Female,40,,82441.75,1,0,,,0
9216,584,,Female,37,10,,,1,1,70927.11,1
9217,724,Taipei,Male,30,,0,,,1,,0
9218,,,,,5,0,,1,1,41872.17,0
9219,676,,Female,,2,,1,1,0,15068.53,1
9220,499,Taipei,,31,,0,1,1,0,25950.49,0
9221,,,Male,60,4,0,1,1,0,197727.14,1
9222,655,Taichung,Female,37,4,108862.76,,1,0,79555.08,1
9223,559,Taipei,Male,28,3,,1,1,1,,0
9224,543,,Female,,0,128843.67,1,1,1,134612.48,0
9226,,Taichung,Female,32,4,,,,1,162961.79,0
9228,776,,,31,5,,2,1,0,92647.94,0
9229,699,,Male,39,2,109724.38,1,1,1,,0
9230,847,Taichung,Female,35,,111743.43,,1,,183584.14,0
9231,,Taichung,,35,8,121309.17,2,,,28750.67,0
9232,648,,,38,10,82697.28,1,1,0,,0
9233,,Taipei,Female,49,,,3,1,1,89729.3,1
9234,543,Taipei,Female,31,4,138317.94,,0,0,61843.73,0
9235,642,Taichung,Male,49,,120688.61,1,1,0,24770.22,1
9237,640,Tainan,Male,47,6,,1,,,116286.25,0
9238,740,Taichung,,40,4,,2,,0,129333.69,1
9239,773,Taipei,Female,50,,0,2,1,0,,0
9240,583,Taichung,Female,32,7,94753.55,2,1,1,18149.03,0
9241,,,Female,,,0,2,0,1,168369.37,0
9242,,,Male,35,8,0,2,0,,67431.28,0
9243,612,Taichung,,32,9,,,,0,177092.16,0
9244,505,,Male,37,0,,1,1,1,93736.69,0
9246,681,Taipei,,,0,,,1,0,175722.31,0
